address,bing_type,bing_confidence,bing_latitude,bing_longitude,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude
"3013 STEINWAY STREET, New York, NY, 11103",RoadBlock,Medium,40.76885986328125,-73.9109115600586,secondary,highway,40.7612614,-73.9171494
"2222 HAVILAND AVENUE, New York, NY, 10462",Address,High,40.83061873912811,-73.84937480092049,,,,
"567 HUDSON STREET, New York, NY, 10014",Address,High,40.7357195019722,-74.0060319006443,house,place,40.7356974,-74.006162
"67 OLYMPIA BOULEVARD, New York, NY, 10305",Address,High,40.593238830566406,-74.07083129882812,house,place,40.59316345,-74.0707188790837
"390 HYLAN BOULEVARD, New York, NY, 10305",Address,High,40.6094856262207,-74.07418823242188,house,place,40.6096122,-74.0744621
"1 BOUCK COURT, New York, NY, 11223",Address,High,40.58897399902344,-73.97362518310547,house,place,40.588805,-73.974082
"15 EAST    7 STREET, New York, NY, 10003",Address,High,40.72883987426758,-73.9896469116211,,,,
"93 BAXTER STREET, New York, NY, 10013",Address,High,40.71698360145092,-73.99958588182926,house,place,40.71689995,-73.9994056224359
"6736 HYLAN BOULEVARD, New York, NY, 10309",Address,High,40.50725555419922,-74.22679138183594,house,place,40.5079586521739,-74.2284375652174
"331 WEST    4 STREET, New York, NY, 10014",Address,High,40.738037,-74.003684,,,,
"1449 NOSTRAND AVENUE, New York, NY, 11226",Address,High,40.650997161865234,-73.94925689697266,house,place,40.6509830714286,-73.9494820714286
"1616 2 AVENUE, New York, NY, 10028",Address,High,40.776329040527344,-73.95246124267578,,,,
"3 EAST   52 STREET, New York, NY, 10022",Address,High,40.75972366333008,-73.97554779052734,,,,
"4035 BROADWAY, New York, NY, 10032",Address,High,40.84221392869949,-73.93931463360786,house,place,40.8420958,-73.9394768
"842 2 AVENUE, New York, NY, 10017",Address,High,40.75149917602539,-73.97063446044922,,,,
"146 MULBERRY STREET, New York, NY, 10013",Address,High,40.718875885009766,-73.99724578857422,house,place,40.7188745,-73.9973165046324
"103 MACDOUGAL STREET, New York, NY, 10012",Address,High,40.729801177978516,-74.00105285644531,house,place,40.7296498181818,-74.0009125454545
"7201 8 AVENUE, New York, NY, 11228",Address,High,40.62843322753906,-74.01653289794922,,,,
"15 WEST   43 STREET, New York, NY, 10036",Address,High,40.754772,-73.981269,,,,
"106 WEST HOUSTON STREET, New York, NY, 10012",Address,High,40.72745132446289,-74.00035858154297,house,place,40.7273898,-74.0004065
"405 EAST   52 STREET, New York, NY, 10022",Address,High,40.755044147372246,-73.9649149775505,,,,
"1758 VICTORY BOULEVARD, New York, NY, 10314",Address,High,40.61306543648243,-74.12219636142254,house,place,40.6130238421053,-74.1221663157895
"113 WEST   13 STREET, New York, NY, 10011",Address,High,40.737159729003906,-73.99791717529297,,,,
"206 NASSAU AVENUE, New York, NY, 11222",Address,High,40.72538375854492,-73.94461059570312,house,place,40.7255051,-73.9446335
"72 EAST  161 STREET, New York, NY, 10451",Address,High,40.82739137113094,-73.92524510622025,,,,
"203 WEST   14 STREET, New York, NY, 10011",Address,High,40.738895416259766,-73.99978637695312,,,,
"229 HAVEMEYER STREET, New York, NY, 11211",Address,High,40.70903353393078,-73.9591059833765,restaurant,amenity,40.7089856,-73.9590515
"1024 AMSTERDAM AVENUE, New York, NY, 10025",Address,High,40.80329239368439,-73.96370194852352,restaurant,amenity,40.80335,-73.9638207
"18108 UNION TURNPIKE, New York, NY, 11366",Address,High,40.72716522216797,-73.7864761352539,primary,highway,40.7257082,-73.7917409
"8104 37 AVENUE, New York, NY, 11372",Address,High,40.74943542480469,-73.88497924804688,,,,
"6322 18 AVENUE, New York, NY, 11204",Address,High,40.61997985839844,-73.98971557617188,,,,
"326 WEST   46 STREET, New York, NY, 10036",Address,High,40.760044,-73.989128,,,,
"351 EAST   62 STREET, New York, NY, 10065",Address,High,40.76197,-73.961158,,,,
"319321 323 W. 46TH ST., New York, NY, 10036",Postcode1,Medium,40.759315490722656,-73.98978424072266,,,,
"2911 WEST   15 STREET, New York, NY, 11224",Address,High,40.57616424560547,-73.98220825195312,,,,
"236 WEST   56 STREET, New York, NY, 10019",Address,High,40.76552963256836,-73.98273468017578,,,,
"10701 CORONA AVENUE, New York, NY, 11368",Address,High,40.743865966796875,-73.85609436035156,tertiary,highway,40.7405434,-73.8763708
"4515 BROADWAY, New York, NY, 11103",Address,High,40.75695037841797,-73.91425323486328,secondary,highway,40.7550435,-73.9106384
"358 EAST   57 STREET, New York, NY, 10022",Address,High,40.758270263671875,-73.96350860595703,,,,
"413 8 AVENUE, New York, NY, 10001",Address,High,40.750205993652344,-73.99532318115234,,,,
"331 EAST  204 STREET, New York, NY, 10467",Address,High,40.872336477041245,-73.87789137661457,,,,
"26 PELL STREET, New York, NY, 10013",Address,High,40.71504592895508,-73.998291015625,house,place,40.71506035,-73.9982874204366
"25541 JAMAICA AVENUE, New York, NY, 11001",RoadBlock,Medium,40.72372817993164,-73.72647857666016,primary,highway,40.718172,-73.7361329
"21 MOTT STREET, New York, NY, 10013",Address,High,40.71441650390625,-73.9990234375,house,place,40.7144241,-73.9988882
"1 LISPENARD ST, New York, NY, 10013",Address,High,40.720699310302734,-74.00492858886719,pub,amenity,40.72064,-74.00497
"14609 JAMAICA AVENUE, New York, NY, 11435",Address,High,40.70207214355469,-73.80860137939453,secondary,highway,40.701881,-73.8055149
"16304 JAMAICA AVENUE, New York, NY, 11432",RoadBlock,Medium,40.70795822143555,-73.78433227539062,primary,highway,40.71619,-73.7447549
"10807 ROCKAWAY BEACH BOULEVARD, New York, NY, 11694",Address,High,40.58122634887695,-73.8299331665039,primary,highway,40.5877576,-73.8098649
"416 5 AVENUE, New York, NY, 11215",Address,High,40.670097,-73.985916,,,,
"524 PORT RICHMOND AVENUE, New York, NY, 10302",Address,High,40.630066618323326,-74.14019733667374,house,place,40.63016765,-74.1403508488449
"2929 AVENUE R, New York, NY, 11229",Address,High,40.6074495613575,-73.942985907197,house,place,40.60762345,-73.94288025
"146 EAST   46 STREET, New York, NY, 10017",Address,High,40.753543853759766,-73.97370910644531,,,,
"11909 ATLANTIC AVENUE, New York, NY, 11418",Address,High,40.6944694519043,-73.82769012451172,primary,highway,40.6938688,-73.8288935
"80 BEAVER STREET, New York, NY, 10005",Address,High,40.70515,-74.008743,house,place,40.7052742,-74.0087887
"13558 LEFFERTS BOULEVARD, New York, NY, 11420",RoadBlock,Medium,40.67802047729492,-73.82010650634766,secondary,highway,40.668726,-73.8214429
"20224 ROCKAWAY POINT BOULEVARD, New York, NY, 11697",RoadBlock,Medium,40.56079864501953,-73.91268920898438,tertiary,highway,40.564021,-73.8955409
"1611 AVENUE U, New York, NY, 11229",Address,High,40.599231,-73.95507,house,place,40.59928195,-73.9550849162613
"137 WEST   33 STREET, New York, NY, 10001",Address,High,40.75007247924805,-73.98991394042969,,,,
"1118 1 AVENUE, New York, NY, 10065",Address,High,40.760986,-73.960578,,,,
"433 PARK AVENUE SOUTH, New York, NY, 10016",Address,High,40.744144,-73.98307,house,place,40.7441367,-73.9830655459822
"6828 MAIN STREET, New York, NY, 11367",RoadBlock,Medium,40.73292922973633,-73.82520294189453,primary,highway,40.7163182,-73.8165131
"2901 EMMONS AVENUE, New York, NY, 11235",Address,High,40.584232330322266,-73.93954467773438,house,place,40.5840647,-73.9395638
"168 WEST    4 STREET, New York, NY, 10014",Address,High,40.732009,-74.00164,,,,
"3432 NOSTRAND AVENUE, New York, NY, 11229",Address,High,40.60021209716797,-73.94219207763672,house,place,40.5996008421053,-73.9418387368421
"5820 BROADWAY, New York, NY, 10463",Address,High,40.885101,-73.900253,house,place,40.885148,-73.90032465
"3737 JUNCTION BOULEVARD, New York, NY, 11368",Address,High,40.750579833984375,-73.86992645263672,secondary,highway,40.7304232,-73.8625973
"10807 72 AVENUE, New York, NY, 11375",RoadBlock,Medium,40.71512985229492,-73.84485626220703,,,,
"11 TRINITY PLACE, New York, NY, 10006",Address,High,40.70684552192688,-74.01351191103458,house,place,40.706556,-74.0136334
"7124 MAIN STREET, New York, NY, 11367",RoadBlock,Medium,40.73292922973633,-73.82520294189453,primary,highway,40.7163182,-73.8165131
"225 WEST    4 STREET, New York, NY, 10014",Address,High,40.73385402560234,-74.00279581546783,,,,
"80 HENRY STREET, New York, NY, 11201",Address,High,40.698501,-73.992729,fast_food,amenity,40.69849715,-73.9927279
"627 2 AVENUE, New York, NY, 10016",Address,High,40.74513626098633,-73.9759750366211,,,,
"697 FOREST AVENUE, New York, NY, 10310",Address,High,40.629756927490234,-74.11199188232422,house,place,40.62969855,-74.1123015977431
"155 EAST   55 STREET, New York, NY, 10022",Address,High,40.759445,-73.96907,,,,
"84 EBONY COURT, New York, NY, 11229",Address,High,40.593967,-73.929916,residential,highway,40.591884,-73.9274149
"21 EAST  170 STREET, New York, NY, 10452",Address,High,40.84008760750294,-73.91718439757824,,,,
"22020 HILLSIDE AVENUE, New York, NY, 11427",RoadBlock,Medium,40.724700927734375,-73.75411224365234,primary,highway,40.705949,-73.8090009
"4340 BOSTON ROAD, New York, NY, 10475",Address,High,40.88990020751953,-73.81932067871094,house,place,40.8898905,-73.8194201025827
"8769 SUTPHIN BOULEVARD, New York, NY, 11435",Address,High,40.70542526245117,-73.80917358398438,house,place,40.7051955714286,-73.8093165102041
"8032 BAXTER AVENUE, New York, NY, 11373",RoadBlock,Medium,40.74580001831055,-73.88384246826172,tertiary,highway,40.746418,-73.8834029
"135 FLAGG PLACE, New York, NY, 10304",Address,High,40.588340759277344,-74.10465240478516,house,place,40.5884208,-74.1049697500351
"12402 JAMAICA AVENUE, New York, NY, 11418",Address,High,40.70060729980469,-73.82628631591797,secondary,highway,40.6996791,-73.8321687
"1191 CASTLE HILL AVENUE, New York, NY, 10462",Address,High,40.83167687058449,-73.85104715824127,house,place,40.831799,-73.85121
"617 VANDERBILT AVENUE, New York, NY, 11238",Address,High,40.67881393432617,-73.96812438964844,house,place,40.67881775,-73.9681570471538
"4 CHARLES STREET, New York, NY, 10014",Address,High,40.73512649536133,-74.00064849853516,house,place,40.735084,-74.0006347092288
"1361 FIRST AVENUE, New York, NY, 10021",Address,High,40.768699645996094,-73.95570373535156,,,,
"6514 18 AVENUE, New York, NY, 11204",Address,High,40.61888122558594,-73.99079895019531,,,,
"459 2 AVENUE, New York, NY, 10010",Address,High,40.73980712890625,-73.9798355102539,,,,
"2894 SCHURZ AVE, New York, NY, 10465",Address,High,40.81369400024414,-73.81510162353516,house,place,40.81404905,-73.8141915366938
"2301 FLATBUSH AVENUE, New York, NY, 11234",Address,High,40.61419677734375,-73.92688751220703,primary,highway,40.638422,-73.9535999
"421 9 AVENUE, New York, NY, 10001",Address,High,40.753173828125,-73.996826171875,,,,
"10001 4 AVENUE, New York, NY, 11209",Address,High,40.61259,-74.033454,,,,
"363 WEST BROADWAY, New York, NY, 10013",Address,High,40.72302728891373,-74.00314785540104,house,place,40.7230644,-74.0030603333333
"2257 31 STREET, New York, NY, 11105",RoadBlock,Medium,40.779720306396484,-73.90631866455078,,,,
"4408 60TH ST. - STORE, New York, NY, 11377",,,,,,,,
"1291 3 AVENUE, New York, NY, 10021",Address,High,40.77104949951172,-73.95930480957031,,,,
"21249 26 AVENUE, New York, NY, 11360",RoadBlock,Medium,40.77986145019531,-73.77205657958984,,,,
"893 9 AVENUE, New York, NY, 10019",Address,High,40.76836936175823,-73.98545399308205,,,,
"232 EAST   64 STREET, New York, NY, 10065",Address,High,40.763835,-73.962882,,,,
"6946 MYRTLE AVENUE, New York, NY, 11385",RoadBlock,Medium,40.7032585144043,-73.86473083496094,primary,highway,40.7033802,-73.8628182
"302 EAST   12 STREET, New York, NY, 10003",Address,High,40.730613708496094,-73.98554229736328,,,,
"20 ST MARKS PLACE, New York, NY, 10003",Address,High,40.7288703918457,-73.98898315429688,house,place,40.72887075,-73.9889762421297
"17 HARRISON AVENUE, New York, NY, 10302",Address,High,40.63697052001953,-74.13499450683594,house,place,40.6369001,-74.1349928262742
"7302 COOPER AVENUE, New York, NY, 11385",Address,High,40.70390319824219,-73.87688446044922,secondary,highway,40.7107823,-73.8649828
"1372 BROADWAY, New York, NY, 10018",Address,High,40.752285,-73.986915,house,place,40.7523476,-73.9872394
"4201 28 AVENUE, New York, NY, 11103",Address,High,40.76479721069336,-73.9117660522461,,,,
"710 NEW DORP LANE, New York, NY, 10306",Address,High,40.56553649902344,-74.100341796875,house,place,40.5655526,-74.1003310700072
"4933 BROADWAY, New York, NY, 10034",Address,High,40.867615789175034,-73.92156176269054,house,place,40.8676771,-73.9217283
"48 WEST   55 STREET, New York, NY, 10019",Address,High,40.762317,-73.97702,,,,
"984 SECOND AVENUE, New York, NY, 10022",Address,High,40.756107330322266,-73.96727752685547,,,,
"16103 CROSSBAY BOULEVARD, New York, NY, 11414",Address,High,40.65575408935547,-73.8386001586914,,,,
"521 EAST   68 STREET, New York, NY, 10065",Address,High,40.764207914471626,-73.95529724657536,,,,
"2080 BROADWAY, New York, NY, 10023",Address,High,40.77801056206226,-73.98189537227154,house,place,40.7783061,-73.9816331
"8128 LEFFERTS BOULEVARD, New York, NY, 11415",Address,High,40.708961486816406,-73.83053588867188,tertiary,highway,40.6937,-73.8278299
"943 FLATBUSH AVENUE, New York, NY, 11226",Address,High,40.64857855439186,-73.95820140838623,house,place,40.6487122792549,-73.9581902584821
"7550 101 AVENUE, New York, NY, 11416",RoadBlock,Medium,40.68574142456055,-73.84075927734375,,,,
"1900 BROADWAY, New York, NY, 10023",Address,High,40.77137477695942,-73.98198053240776,bar,amenity,40.7719194,-73.9818733
"2725 86 STREET, New York, NY, 11223",Address,High,40.594418719410896,-73.98129925131798,restaurant,amenity,40.5947528,-73.981260425
"3027 STRATTON STREET, New York, NY, 11354",RoadBlock,Medium,40.76993179321289,-73.83458709716797,residential,highway,40.7700486,-73.8348861
"4280 KATONAH AVE, New York, NY, 10470",Address,High,40.897945404052734,-73.86697387695312,house,place,40.8979634,-73.8670272
"1402 CLOVE ROAD, New York, NY, 10301",Address,High,40.613174,-74.100578,house,place,40.613315,-74.100518
"320 EAST   43 STREET, New York, NY, 10017",Address,High,40.749866,-73.971221,,,,
"68 GREENWICH AVENUE, New York, NY, 10011",Address,High,40.736236572265625,-74.00067138671875,house,place,40.7362261,-74.0007468
"5823 AVENUE T, New York, NY, 11234",Address,High,40.61534263193607,-73.91847588121891,house,place,40.6153833877551,-73.9184641020408
"0 GRAND CENTRAL TERMINAL, New York, NY, 10017",RoadBlock,High,40.75210952758789,-73.97766876220703,station,railway,40.752706,-73.9772751209147
"441 EAST    6 STREET, New York, NY, 10009",Address,High,40.72584915161133,-73.98430633544922,,,,
"2001 HYLAN BOULEVARD, New York, NY, 10306",Address,High,40.5811653137207,-74.09901428222656,house,place,40.5811873,-74.0989219375381
"67 WEST   44 STREET, New York, NY, 10036",Address,High,40.75571537017822,-73.98203149437904,,,,
"21 EAST   47 STREET, New York, NY, 10017",Address,High,40.75629425048828,-73.97711944580078,,,,
"1583 2 AVENUE, New York, NY, 10028",Address,High,40.775482,-73.953796,,,,
"260 6 AVENUE, New York, NY, 10014",Address,High,40.72890853881836,-74.0021743774414,,,,
"603 2 AVENUE, New York, NY, 10016",Address,High,40.744319915771484,-73.97657012939453,,,,
"140 WEST   44 STREET, New York, NY, 10036",Address,High,40.75659942626953,-73.98483276367188,,,,
"193 FROST STREET, New York, NY, 11211",Address,High,40.71839141845703,-73.9434585571289,restaurant,amenity,40.7183487,-73.9431505
"155157 CHRISTIE ST., New York, NY, 10002",RoadBlock,Medium,40.7430305480957,-73.85945129394531,,,,
"123 MULBERRY STREET, New York, NY, 10013",Address,High,40.717960357666016,-73.99824523925781,house,place,40.7179401,-73.9981835
"106 BEVERLY ROAD, New York, NY, 11218",Address,High,40.64281515777111,-73.97862911224365,,,,
"59 GROVE STREET, New York, NY, 10014",Address,High,40.73323440551758,-74.0033950805664,house,place,40.73322015,-74.003382043377
"7504 13 AVENUE, New York, NY, 11228",Address,High,40.62028503417969,-74.00785827636719,,,,
"245 WEST   16 STREET, New York, NY, 10011",Address,High,40.74082565307617,-74.00041198730469,,,,
"180 PRINCE STREET, New York, NY, 10012",Address,High,40.726154,-74.002159,restaurant,amenity,40.7262443,-74.002053
"111 EAST   54 STREET, New York, NY, 10022",Address,High,40.759639739990234,-73.97145080566406,,,,
"22033 NORTHERN BOULEVARD, New York, NY, 11361",Address,High,40.76187515258789,-73.76078796386719,primary,highway,40.762808,-73.7547389
"18925 UNION TURNPIKE, New York, NY, 11366",RoadBlock,Medium,40.72639846801758,-73.78958892822266,primary,highway,40.7257082,-73.7917409
"783 5 AVENUE, New York, NY, 10022",Address,High,40.764465406537056,-73.97295154631138,,,,
"17 EAST   48 STREET, New York, NY, 10017",Address,High,40.75702667236328,-73.97691345214844,,,,
"1008 2 AVENUE, New York, NY, 10022",Address,High,40.75694650411606,-73.96694205701351,,,,
"7147 KISSENA BOULEVARD, New York, NY, 11367",RoadBlock,Medium,40.73884963989258,-73.81503295898438,secondary,highway,40.7391597,-73.8150887
"673 MADISON AVENUE, New York, NY, 10065",Address,High,40.764835357666016,-73.97016906738281,house,place,40.7647958,-73.9701323
"840 2 AVENUE, New York, NY, 10017",Address,High,40.75145721435547,-73.97066497802734,,,,
"403416 2ND ST, New York, NY, 11358",RoadBlock,Medium,40.776771545410156,-73.93451690673828,,,,
"3533 JOHNSON AVENUE, New York, NY, 10463",Address,High,40.88603653013706,-73.9099182933569,house,place,40.8863875,-73.909908
"135 EAST   50 STREET, New York, NY, 10022",Address,High,40.75646209716797,-73.9717025756836,,,,
"1082 ST JOHNS PLACE, New York, NY, 11213",Address,High,40.670955,-73.942573,house,place,40.67098895,-73.9425692502043
"252 WEST   46 STREET, New York, NY, 10036",Address,High,40.759277,-73.987312,,,,
"372 FOREST AVENUE, New York, NY, 10301",Address,High,40.630786,-74.101821,house,place,40.6309405294118,-74.1018997647059
"302 EAST   92 STREET, New York, NY, 10128",Address,High,40.781314849853516,-73.94865417480469,,,,
"3005 WHITESTONE EXPRESSWAY, New York, NY, 11354",RoadBlock,Medium,40.76884078979492,-73.83627319335938,house,place,40.7695017959184,-73.8368028979592
"8502 GRAND AVENUE, New York, NY, 11373",RoadBlock,Medium,40.732181549072266,-73.88465118408203,primary,highway,40.7255556,-73.8959764
"240 DE KALB AVENUE, New York, NY, 11205",Address,High,40.689266204833984,-73.96955871582031,,,,
