address,bing_type,bing_confidence,bing_latitude,bing_longitude,mapquest_type,mapquest_class,mapquest_latitude,mapquest_longitude
"113 JANE STREET, New York, NY, 10014",Address,High,40.73829650878906,-74.00932312011719,hotel,tourism,40.7383282,-74.0093218282055
"365 VAN BRUNT STREET, New York, NY, 11231",Address,High,40.676612854003906,-74.01350402832031,house,place,40.6766091,-74.0135048930986
"137 WEST   14 STREET, New York, NY, 10011",Address,High,40.73793701827526,-73.99809926748276,,,,
"9413 37 AVENUE, New York, NY, 11372",RoadBlock,Medium,40.750431060791016,-73.8778076171875,,,,
"5641 59 STREET, New York, NY, 11378",Address,High,40.72419738769531,-73.90839385986328,,,,
"474 BERGEN STREET, New York, NY, 11217",Address,High,40.680717,-73.975685,restaurant,amenity,40.68077605,-73.9756419201791
"201 EAST  116 STREET, New York, NY, 10029",Address,High,40.79792261123657,-73.93982291221619,,,,
"17501780 EAST GUN HILL ROAD, New York, NY, 10469",RoadBlock,Medium,40.86558151245117,-73.83685302734375,secondary,highway,40.878175,-73.8696307
"3924 108 STREET, New York, NY, 11368",Address,High,40.75075149536133,-73.85912322998047,,,,
"3321 31 AVENUE, New York, NY, 11106",RoadBlock,Medium,40.76826095581055,-73.93202209472656,,,,
"3843 EAST TREMONT AVENUE, New York, NY, 10465",Address,High,40.824314,-73.819839,house,place,40.8242854,-73.8199666
"978 LORIMER STREET, New York, NY, 11222",Address,High,40.72533416748047,-73.95243835449219,house,place,40.725348,-73.9524234176138
"340 3 AVENUE, New York, NY, 10010",Address,High,40.740333557128906,-73.98242950439453,,,,
"128 WEST   29 STREET, New York, NY, 10001",Address,High,40.74699215590954,-73.99098068475723,,,,
"3402 UNION STREET, New York, NY, 11354",Address,High,40.766826,-73.82772,tertiary,highway,40.7637973,-73.8282035
"1266 BROADWAY, New York, NY, 11221",Address,High,40.69097137451172,-73.92513275146484,house,place,40.69097815,-73.9251303
"3345 FRANCIS LEWIS BOULEVARD, New York, NY, 11358",Address,High,40.76638412475586,-73.78939056396484,primary,highway,40.7695958,-73.7923262
"209 AVENUE U, New York, NY, 11223",Address,High,40.596889,-73.97628,house,place,40.59682275,-73.9762690801413
"6711 MAIN STREET, New York, NY, 11367",RoadBlock,Medium,40.73292922973633,-73.82520294189453,primary,highway,40.7163182,-73.8165131
"146 WEST   72 STREET, New York, NY, 10023",Address,High,40.777933448553085,-73.98015663027763,,,,
"9906 NORTHERN BOULEVARD, New York, NY, 11368",Address,High,40.75698471069336,-73.86917877197266,primary,highway,40.7584381,-73.8536682
"752 ALLERTON AVENUE, New York, NY, 10467",Address,High,40.86542509496212,-73.86516161262989,house,place,40.8653212,-73.8652727
"113 EAST   31 STREET, New York, NY, 10016",Address,High,40.745056,-73.981857,,,,
"552 HENRY STREET, New York, NY, 11231",Address,High,40.682315,-74.000587,residential,highway,40.695463,-73.9939779
"15 WEST   65 STREET, New York, NY, 10023",Address,High,40.7725715637207,-73.98041534423828,,,,
"61 WYTHE AVENUE, New York, NY, 11249",Address,High,40.722124725580215,-73.95752616226673,house,place,40.7220528,-73.9575486
"2 EAST   55 STREET, New York, NY, 10022",Address,High,40.76124954223633,-73.97447967529297,,,,
"120 WEST   49 STREET, New York, NY, 10019",Address,Medium,40.759501978755,-73.98158490657806,,,,
"3821 69 STREET, New York, NY, 11377",Address,High,40.74658203125,-73.89607238769531,,,,
"128 MADISON AVENUE, New York, NY, 10016",Address,High,40.74573516845703,-73.98477935791016,house,place,40.7457336,-73.9847842643644
"114 6 AVENUE, New York, NY, 10013",Address,High,40.72385877370834,-74.00464452803135,,,,
"263 SCHNECTADY AVENUE, New York, NY, 11213",Address,High,40.669578552246094,-73.93354797363281,,,,
"500 CLARKSON AVENUE, New York, NY, 11203",Address,High,40.65562057495117,-73.94273376464844,house,place,40.6557405,-73.9428146
"150 EAST   86 STREET, New York, NY, 10028",Address,High,40.77901077270508,-73.95545196533203,,,,
"8108 37 AVENUE, New York, NY, 11372",Address,High,40.74945068359375,-73.88483428955078,,,,
"680 8 AVENUE, New York, NY, 10036",Address,High,40.757877349853516,-73.98867797851562,,,,
"107 3 AVENUE, New York, NY, 11217",Address,High,40.682857513427734,-73.9820785522461,,,,
"305 FLATBUSH AVENUE, New York, NY, 11217",Address,High,40.67875289916992,-73.97325897216797,cafe,amenity,40.6787333,-73.9733623
"32 AVENUE A, New York, NY, 10009",Address,High,40.723289489746094,-73.9852294921875,house,place,40.7232852,-73.9852226025551
"597 BAY STREET, New York, NY, 10304",Address,High,40.627277,-74.075736,house,place,40.62729705,-74.0757037339776
"303 PAGE AVENUE, New York, NY, 10307",Address,High,40.5168217420578,-74.23348054289818,house,place,40.5168899437012,-74.2334135590959
"3319 36 AVENUE, New York, NY, 11106",Address,High,40.75565719604492,-73.92736053466797,,,,
"75 FRANKLIN STREET, New York, NY, 10013",Address,High,40.717681884765625,-74.00446319580078,house,place,40.717685,-74.0044678346718
"5600 CLARENDON ROAD, New York, NY, 11203",Address,High,40.64476981759071,-73.92363376915455,house,place,40.644638,-73.9236332
"2319 AVENUE U, New York, NY, 11229",Address,High,40.600017,-73.94786,house,place,40.59996995,-73.9478578953888
"8345 PARSONS BOULEVARD, New York, NY, 11432",Address,High,40.71448516845703,-73.80717468261719,tertiary,highway,40.7102323,-73.8055778
"280 EAST   10 STREET, New York, NY, 10009",Address,High,40.72796630859375,-73.98307800292969,,,,
"1610 BUSHWICK AVENUE, New York, NY, 11207",Address,High,40.6805305480957,-73.9033203125,house,place,40.6809010909091,-73.9032170909091
"5708 CLARENDON ROAD, New York, NY, 11203",Address,High,40.64485229551792,-73.92261922359467,house,place,40.6447839387755,-73.9226292040816
"8209 153 AVENUE, New York, NY, 11414",RoadBlock,Medium,40.66679000854492,-73.84789276123047,,,,
"64 MORNINGSIDE DRIVE, New York, NY, 10027",Address,High,40.8064379543066,-73.95918644964695,residential,highway,40.806121,-73.9593568
"2370 UNIVERSITY AVENUE, New York, NY, 10468",Address,Medium,40.86204953491688,-73.90550136566162,,,,
"339 5 AVENUE, New York, NY, 11215",Address,High,40.671985,-73.983612,,,,
"54 WEST   21 STREET, New York, NY, 10010",Address,High,40.741165,-73.993232,,,,
"76 PEARL STREET, New York, NY, 10004",Address,High,40.70370864868164,-74.01033782958984,restaurant,amenity,40.7037336,-74.0104699
"8326 NORTHERN BOULEVARD, New York, NY, 11372",RoadBlock,Medium,40.7552490234375,-73.8881607055664,primary,highway,40.7543289,-73.897043
"119 WYCKOFF AVENUE, New York, NY, 11237",Address,High,40.70443220436573,-73.91933217644691,house,place,40.70452945,-73.9192009475646
"221 2 AVENUE, New York, NY, 10003",Address,High,40.732154846191406,-73.98552703857422,,,,
"1302 8 AVENUE, New York, NY, 11215",Address,High,40.66335678100586,-73.98149871826172,,,,
"1884 ARCHER STREET, New York, NY, 10462",Address,High,40.83784729242325,-73.86337459087372,house,place,40.8378056,-73.8631984
"1562 3 AVENUE, New York, NY, 10128",Address,High,40.78007507324219,-73.95343017578125,,,,
"9312 LIBERTY AVENUE, New York, NY, 11417",Address,High,40.67998123168945,-73.84525299072266,tertiary,highway,40.680416,-73.8438919
"216 WEST  238 STREET, New York, NY, 10463",Address,High,40.8847014605999,-73.89949791133404,,,,
"25903 HILLSIDE AVENUE, New York, NY, 11004",RoadBlock,Medium,40.73733139038086,-73.70832061767578,primary,highway,40.73417,-73.7230474
"1475 2 AVENUE, New York, NY, 10075",Address,High,40.77182203531265,-73.95622327923775,,,,
"316 WEST   36 STREET, New York, NY, 10018",Address,High,40.75363540649414,-73.99349975585938,,,,
"185 WEST BROADWAY, New York, NY, 10013",Address,High,40.71809604763985,-74.00712087750435,secondary,highway,40.7253775,-73.9968211
"21821 JAMAICA AVENUE, New York, NY, 11428",Address,High,40.718299865722656,-73.7365951538086,primary,highway,40.7245572,-73.7241592
"4209 MAIN STREET, New York, NY, 11355",RoadBlock,Medium,40.752559661865234,-73.82695007324219,house,place,40.755224122449,-73.8280995306122
"7718 21 AVENUE, New York, NY, 11370",Address,Medium,40.608205273747444,-73.99098537862301,,,,
"14606 34 AVENUE, New York, NY, 11354",Address,High,40.76682662963867,-73.82254791259766,,,,
"706 NEW DORP LANE, New York, NY, 10306",Address,High,40.565616607666016,-74.1004867553711,house,place,40.5656523,-74.1004838
"6330 KISSENA BOULEVARD, New York, NY, 11367",Address,High,40.7363166809082,-73.81773376464844,secondary,highway,40.7391597,-73.8150887
"94 GRAHAM AVENUE, New York, NY, 11206",Address,High,40.704387,-73.942443,house,place,40.7043744,-73.942549
"14202 20 AVENUE, New York, NY, 11357",Address,High,40.77956008911133,-73.82823181152344,,,,
"539 KINGS HIGHWAY, New York, NY, 11223",Address,High,40.60472869873047,-73.96951293945312,house,place,40.6046894,-73.9695075
"179 AUDUBON AVENUE, New York, NY, 10033",Address,High,40.843990221619606,-73.93573388457298,house,place,40.8440058,-73.9356201
"124 EAST   40 STREET, New York, NY, 10016",Address,High,40.75021684169769,-73.97726856172085,,,,
"730 61 STREET, New York, NY, 11220",Address,Medium,40.63574753701687,-74.01165783405304,,,,
"9549 ROOSEVELT AVENUE, New York, NY, 11372",Address,High,40.74927520751953,-73.87010192871094,secondary,highway,40.746686,-73.8929591
"370 WEST   52 STREET, New York, NY, 10019",Address,High,40.76450729370117,-73.98780059814453,,,,
"630 WEST 168 STREET, New York, NY, 10032",Address,High,40.84140323102474,-73.94066780805588,,,,
"572 EAST  169 STREET, New York, NY, 10456",Address,High,40.83206444978714,-73.9031195640564,,,,
"2309 FREDERICK DOUGLAS BOULEVARD, New York, NY, 10027",Address,High,40.809631794691086,-73.9516320079565,,,,
"804 EAST  180 STREET, New York, NY, 10460",Address,High,40.846374705433846,-73.8853619992733,,,,
"258 WEST 15 STREET, New York, NY, 10011",Address,High,40.74003982543945,-74.00167083740234,,,,
"639 WILSON AVENUE, New York, NY, 11207",Address,High,40.68960952758789,-73.90573120117188,house,place,40.6895119,-73.905826
"4210 3 AVENUE, New York, NY, 11232",Address,High,40.65217208862305,-74.01055145263672,,,,
"199 GRAND STREET, New York, NY, 10013",Address,High,40.71911729872227,-73.99683192372322,house,place,40.719081,-73.996846
"132-10 14th AVENUE, New York, NY, 11356",Address,High,40.786228850483894,-73.83598119020462,secondary,highway,40.785597,-73.8568879
"2 CORTLANDT STREET, New York, NY, 10007",Address,High,40.70990927517414,-74.01011422276497,house,place,40.710003,-74.0101997
"515 WEST  114 STREET, New York, NY, 10027",Address,High,40.8057627081871,-73.96246746182442,,,,
"411 WEST  116 STREET, New York, NY, 10027",Address,High,40.80627501010895,-73.95963974297047,,,,
"11 WALL STREET, New York, NY, 10005",Address,High,40.70737726986408,-74.01115022599697,house,place,40.7071407,-74.010865
"252 PROSPECT PARK WEST, New York, NY, 11215",Address,High,40.65916061401367,-73.98178100585938,house,place,40.65913845,-73.981734392321
"4406 WHITE PLAINS ROAD, New York, NY, 10470",Address,High,40.89856719970703,-73.85376739501953,house,place,40.898603,-73.8538045453125
"763 61 STREET, New York, NY, 11220",Address,Medium,40.63544310629368,-74.01095911860466,,,,
"1448 OLMSTEAD AVENUE, New York, NY, 10462",Address,High,40.83558216691017,-73.85498128831387,house,place,40.8357276,-73.8549384
"4307 104 STREET, New York, NY, 11368",Address,High,40.74766540527344,-73.8602523803711,,,,
"542 EASTERN PARKWAY, New York, NY, 11225",Address,High,40.669376373291016,-73.95036315917969,house,place,40.6697620444444,-73.9502936222222
"3078 STEINWAY STREET, New York, NY, 11103",Address,High,40.762046813964844,-73.91683959960938,secondary,highway,40.7612614,-73.9171494
"5617 8 AVENUE, New York, NY, 11220",Address,High,40.637233,-74.007377,,,,
"826 9 AVENUE, New York, NY, 10019",Address,High,40.76602554321289,-73.9866943359375,,,,
"741 UNION STREET, New York, NY, 11215",Address,High,40.67627236247063,-73.97998631000519,house,place,40.6762960714286,-73.9799231428571
"393 CLASSON AVENUE, New York, NY, 11238",Address,High,40.68764114379883,-73.9594955444336,house,place,40.68763125,-73.9595620117647
"275 SMITH STREET, New York, NY, 11231",Address,High,40.682464,-73.993034,house,place,40.6825028,-73.9931267506683
"150 WYTHE AVENUE, New York, NY, 11249",Address,High,40.72004318237305,-73.96013641357422,bakery,shop,40.7200585,-73.9600146
"148 CARDER ROAD, New York, NY, 10004",Address,High,40.69309517741203,-74.01605598628521,,,,
"6 METROTECH CENTER, New York, NY, 11201",Address,High,40.69472260773182,-73.98712567985058,university,amenity,40.694404,-73.9867017
"727 5 AVENUE, New York, NY, 10022",Address,High,40.76257646083832,-73.9741813391447,,,,
"420 5 AVENUE, New York, NY, 10018",Address,High,40.75086325407028,-73.98286163806915,,,,
"1203 LIBERTY AVENUE, New York, NY, 11208",Address,High,40.679203033447266,-73.86497497558594,house,place,40.67917005,-73.86496765
"620 VANDERBILT AVENUE, New York, NY, 11238",Address,High,40.67777439951897,-73.96888263523579,house,place,40.6778842,-73.9689875
"1503 AVENUE U, New York, NY, 11229",Address,High,40.599105,-73.956245,house,place,40.5990378,-73.95623025
"63 READE STREET, New York, NY, 10007",Address,High,40.714940428733826,-74.00657773017883,house,place,40.7148926470588,-74.0065696470588
"2701 BROADWAY, New York, NY, 10025",Address,High,40.799446,-73.968795,restaurant,amenity,40.79932,-73.9687902
"2585 BROADWAY, New York, NY, 10025",Address,High,40.79559847712517,-73.97129394114017,cafe,amenity,40.7956693,-73.9714069
"4724 BELL BOULEVARD, New York, NY, 11361",Address,High,40.756160736083984,-73.76776123046875,tertiary,highway,40.788881,-73.7860775
"2740 HYLAN BOULEVARD, New York, NY, 10306",Address,High,40.565596371889114,-74.11449708044529,house,place,40.565769,-74.114352
"253271 SHERMAN AVENUE, New York, NY, 10034",RoadBlock,Medium,40.86579895019531,-73.91999816894531,secondary,highway,40.866315,-73.9185959
"20 BEAVER STREET, New York, NY, 10004",Address,High,40.7048225402832,-74.01229095458984,house,place,40.70481575,-74.0122891156485
"231 BROOK AVENUE, New York, NY, 10454",Address,High,40.807403564453125,-73.91960144042969,house,place,40.8073847,-73.9195455
"377 1 AVENUE, New York, NY, 10010",Address,High,40.736434,-73.979225,,,,
"786 MORRIS PARK AVE, New York, NY, 10462",Address,High,40.84565353393555,-73.86282348632812,house,place,40.8456353,-73.8627927687162
"1003 EAST 163 STREET, New York, NY, 10459",Address,High,40.82101844251156,-73.89317661523819,,,,
"9222 GUY R BREWER BOULEVARD, New York, NY, 11433",Address,High,40.70372772216797,-73.79678344726562,secondary,highway,40.693398,-73.7889309
"23 EAST   74 STREET, New York, NY, 10021",Address,High,40.77345657348633,-73.96472930908203,,,,
"2538 PITKIN AVENUE, New York, NY, 11208",Address,High,40.674217224121094,-73.87855529785156,house,place,40.67425765,-73.8785593206998
"1530 3 AVENUE, New York, NY, 10028",Address,High,40.77912902832031,-73.95416259765625,,,,
"5615 NORTHERN BOULEVARD, New York, NY, 11377",Address,High,40.75385284423828,-73.90451049804688,primary,highway,40.7530862,-73.9090902
"947 AMSTERDAM AVENUE, New York, NY, 10025",Address,High,40.80064010620117,-73.96516418457031,restaurant,amenity,40.80064065,-73.9651665306261
"1770 2 AVENUE, New York, NY, 10128",Address,High,40.78178024291992,-73.94847869873047,,,,
"337 WEST   39 STREET, New York, NY, 10018",Address,High,40.756275,-73.992835,,,,
"343 WEST   39 STREET, New York, NY, 10018",Address,High,40.756389,-73.993072,,,,
"109 SOUTH    6 STREET, New York, NY, 11249",Address,High,40.71079635620117,-73.96419525146484,,,,
"10437 QUEENS BOULEVARD, New York, NY, 11375",RoadBlock,Medium,40.720611572265625,-73.84185791015625,trunk,highway,40.7188695,-73.8376966
"111 READE STREET, New York, NY, 10013",Address,High,40.71574783325195,-74.00869750976562,house,place,40.7157476,-74.0086948
"64-08 MYRTLE AVENUE, New York, NY, 11385",Address,High,40.70095203816891,-73.8920883089304,house,place,40.70082775,-73.8920895
"681 LEXINGTON AVENUE, New York, NY, 10022",Address,High,40.760398864746094,-73.96922302246094,secondary,highway,40.7756382,-73.9584017
